 date, retweets, favorites, text, location, language
4/5/2016 0:30,0,0,"So far, signs of life in agricultural commodities are very faint. http://stockcharts.com/public/1229503/chartbook/399138488 …; $DBA $JJG $SGG $WEAT $CORN",,en
4/4/2016 13:00,0,0,Grains First Quarter 2016 review and the outlook for Q2 http://technomentals.com/2016/04/04/grains-first-quarter-2016-review-and-the-outlook-for-q2/ … $ZC_F $ZS_F $ZW_F $CORN $SOYB $WEAT $DBA $ADM $BG $SPY,,en
4/4/2016 11:09,0,0,"If we can get December #CORN down to $3 bucks, farmers could ramp sowings intentions up another couple million acres!!  $ZC_F $CORN",,en
4/4/2016 8:51,3,0,"CHICAGO cierre nocturno  #Soja +0,64 (338,01) #Maíz -0,79 (138,58) #Trigo -1,10 (173,69) $soyb $corn $wheat  Reuters",,en
4/4/2016 6:15,0,0,Grains: First Quarter 2016 Review And The Outlook For Q2 http://seekingalpha.com/article/3962742-grains-first-quarter-2016-review-outlook-q2?source=twitter_sa_factset … $ADM $DBA $BG $CORN $JJG $RJA $WEAT $SOYB $DAG $JJA $GRU,,en
4/4/2016 6:15,1,0,Grains: First Quarter 2016 Review And The Outlook For Q2 http://seekingalpha.com/article/3962742-grains-first-quarter-2016-review-outlook-q2?source=feed_f … $ADM $DBA $BG $CORN $JJG $RJA $WEAT $SOYB $DAG $JJA $GRU,,en
4/4/2016 4:54,0,0,"Grain ETN $JJG dropped 0.39 (2.26%) last week, fell below 20dMA; S/T momentum indicators trending down $WEAT $CORN pic.twitter.com/Qy6Goh1CYj",,en
4/4/2016 2:23,0,0,"Chicago Agriculture Commodities Rallied Friday: Chicago Agriculture Commodities Rallied Friday $CORN, $WEAT, $... http://bit.ly/1otZoTd ",,en
4/4/2016 2:23,0,0,"Chicago Agriculture Commodities Rallied Friday: Chicago Agriculture Commodities Rallied Friday $CORN, $WEAT, $... http://bit.ly/1otZoTd ",,en
4/4/2016 2:23,0,1,"Chicago Agriculture Commodities Rallied Friday: Chicago Agriculture Commodities Rallied Friday $CORN, $WEAT, $... http://bit.ly/1VoOz1W ",,en
4/4/2016 1:54,0,0,"Chicago Agriculture Commodities Rallied Friday $CORN, $WEAT, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-finished-mixed-friday-13-134700.htm …pic.twitter.com/OnXL1NnhUJ",,en
4/3/2016 17:49,5,6,U.S. Corn Market Rocked By Prospective Plantings Report http://www.seeitmarket.com/us-corn-weekly-report-prospective-plantings-report-rocks-market-15508/ … by @MarcusLudtke $CORN pic.twitter.com/PUiV4fXeQF,,en
4/3/2016 15:32,0,1,"@ChartLines Bigger picture, $Corn $ZC retains opportunity for swing position up, but may take some days to shake out low & reversal turn up.",,en
4/3/2016 15:29,0,1,@ChartLines Volume surged when $Corn $ZC broke (instead of breaking out >$374. Tread carefully for any long entries.pic.twitter.com/qKaPFoSG0U,,en
4/3/2016 15:19,0,0,"Last week, showed various charts discussing $Corn $ZC. Look for support $344-$345, must hold for effort to rally.pic.twitter.com/jZBwDk3DN5",,en
4/2/2016 22:12,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes http://smq.tc/1BFjMXK  $MGPI $CORN $CAMP,,en
4/2/2016 0:37,10,6,New Post -  US Corn Update: Prospective Plantings Report Rocks Market http://www.seeitmarket.com/us-corn-weekly-report-prospective-plantings-report-rocks-market-15508/ … by @MarcusLudtke $CORN pic.twitter.com/cPdeEHbS9d,,en
4/1/2016 23:09,0,0,"The Daily Shot And Data - April 1, 2016 $CORN $SOYB $DEF $SPY $UUP http://goo.gl/c5LWv0 ",,en
4/1/2016 17:16,0,0,Three Penny Stock Picks More Than QUADRUPLED In Value! More Big Things On The Way: http://tr.im/PqYLx  $USO $EWP $CORN,,en
4/1/2016 17:09,0,0,"The Daily Shot And Data - April 1, 2016 $CORN $SOYB $DEF $SPY $UUPhttp://goo.gl/c5LWv0 ",,en
4/1/2016 16:54,0,0,"Over 1,466% Gains On Our Top Stock Picks Lately! See Our Big New Pick Early: http://bit.ly/1Sspukb  $USO $EWP $CORN",,en
4/1/2016 14:54,1,0,"CHICAGO cierre diurno  #Soja +2,76 (337,37) #Maíz +0,98 (139,37) #Trigo +0,83 (174,79) $soyb $corn $wheat  Reuters",,en
4/1/2016 13:28,0,0,No Green Shoots For Corn This Year http://seekingalpha.com/article/3962582-green-shoots-corn-year?source=twitter_sa_factset … $DBA $CORN $RJA $DAG $JJA $AGA $USAG $AGF $FUD $TAGS $UAG $DIRT $ADZ,,tl
4/1/2016 13:28,0,0,No Green Shoots For Corn This Year http://seekingalpha.com/article/3962582-green-shoots-corn-year?source=feed_f … $DBA $CORN $RJA $DAG $JJA $AGA $USAG $AGF $FUD $TAGS $UAG $DIRT $ADZ,,tl
4/1/2016 11:57,0,0,$CORN come on kitty. How bout a little bounce,,en
4/1/2016 10:54,0,0,Three Penny Stock Picks More Than QUADRUPLED In Value! More Big Things On The Way: http://tr.im/PqYLx  $USO $EWP $CORN,,en
4/1/2016 10:39,0,0,"The Daily Shot And Data - April 1, 2016 $CORN $SOYB $DEF $SPY $UUP http://goo.gl/c5LWv0 ",,en
4/1/2016 10:32,0,0,"Over 1,466% Gains On Our Top Stock Picks Lately! See Our Big New Pick Early: http://bit.ly/1Sspukb  $USO $EWP $CORN",,en
4/1/2016 8:54,1,0,"CHICAGO cierre nocturno  #Soja +0,64 (335,25) #Maíz -1,28 (137,11) #Trigo -1,93 (172,04) $soyb $corn $wheat  Reuters",,en
4/1/2016 8:05,0,0,$CORN Урожай кукурузы в 2016 ожидается рекордный pic.twitter.com/sbbYYn59Cw,,ru
4/1/2016 4:58,0,0,Według USDA planowany obszar zasiewów kukurydzy przekroczy rekordy - kukurydza na dnie $corn #kukurydzapic.twitter.com/1zM8EBRRjH,,pl
4/1/2016 1:58,0,0,The Trading Game $CORN http://wlst.com  http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459490291207 …pic.twitter.com/VWquQHjKpq,,en
3/31/2016 22:17,0,0,Wondering about #sentiment indicator for $CORN? The Short Ratio is 0% https://unicornbay.com/t/CORN.US?utm_medium=tweet&utm_campaign=shortratio&utm_source=twitter …,,en
3/31/2016 21:18,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://bit.ly/1ROMQR5 ",,en
3/31/2016 21:18,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://tinyurl.com/j6verws ",,en
3/31/2016 21:18,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://tinyurl.com/j6verws ",,en
3/31/2016 21:04,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://bit.ly/1ROMQR8 ",,en
3/31/2016 21:04,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://bit.ly/1ROMQR8 ",,en
3/31/2016 21:04,0,0,"Chicago Agriculture Commodities Finished Mixed: Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $... http://bit.ly/1ROMQR5 ",,en
3/31/2016 21:00,0,0,"Chicago Agriculture Commodities Finished Mixed $CORN, $WEAT, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-finished-mixed-93-134559.htm …pic.twitter.com/R6nESgdDVW",,en
3/31/2016 17:13,0,0,"@ChartLines Also a price channel support $Corn $ZC at $344, even tho that'd be < prior $346.75. Huge volume today...pic.twitter.com/pFekQGweza",,en
3/31/2016 17:06,0,0,"@ChartLines P&F for $Corn $ZC didn't change tho drop looks sick; still $345. But on a test, must hold or reevaluate.pic.twitter.com/45WRjUj0nX",,en
3/31/2016 17:03,0,0,"@ChartLines I'm surprised not all daily indicators turned bearish. Maybe $Corn $ZC will tag $345, get that done with, & turn up; will see...",,en
3/31/2016 16:58,0,1,"$Corn $ZC imploded today. Remember it didn't exceed $374! P&F had said $345, almost touched on the drop.pic.twitter.com/MW5LqFLRZ0",,en
3/31/2016 16:00,0,0,"Yesterday We Made $94,000 In Just One Trade More Info Here http://ow.ly/VIXpm  .. $USO $EWP $CORN",,en
3/31/2016 15:14,0,0,Corn getting shucked: $CORN etf dropping to post 2010 ipo low. Stock off over 4%--biggest one day drop since August. $20 is current support,,en
3/31/2016 15:02,0,0,"CHICAGO cierre diurno  #Soja +0,64 (334,61) #Maíz -6,10 (138,39) #Trigo +3,49 (173,96) $soyb $corn $wheat  Reuters",,en
3/31/2016 14:13,0,0,$CORN: Corn futures down 4% following USDA grain report: Corn stocks up 1% Y/Y; Ag stocks mostly lower http://bit.ly/1Y2adrY ,,en
3/31/2016 13:19,0,0,Corn tumbles after bearish USDA report http://seekingalpha.com/news/3170740-corn-tumbles-bearish-usda-report?source=tweet … $CORN $JJG $WEAT $SOYB,,en
3/31/2016 13:19,0,0,"$CORN Кукурузы на рынке ожидается с избытком. #Аргентина постаралась, #США и #Украина нарастили посевные площадиpic.twitter.com/2pFkdsZBLd",,ru
3/31/2016 13:18,0,0,"RT MarketCurrents: Corn tumbles after bearish USDA report http://seekingalpha.com/news/3170740-corn-tumbles-bearish-usda-report?source=feed_f … $CORN $JJG $WEAT $SOYB,http://www.blackboxphd.com ",,en
3/31/2016 12:51,0,0,Corn tumbles after bearish USDA report $CORN $JJG $WEAT $SOYB $GRU $WEET http://www.seekingalpha.com/news/3170740 ,,en
3/31/2016 12:48,0,0,Corn tumbles after bearish USDA report http://seekingalpha.com/news/3170740-corn-tumbles-bearish-usda-report?source=twitter_sa_factset … $CORN $JJG $WEAT $SOYB,,en
3/31/2016 12:48,1,0,Corn tumbles after bearish USDA report http://seekingalpha.com/news/3170740-corn-tumbles-bearish-usda-report?source=feed_f … $CORN $JJG $WEAT $SOYB,,en
3/31/2016 12:14,0,0,@hmeisler the FOMC is printing $CORN.,,en
3/31/2016 12:10,0,0,"Wow, farmers the new magicians- banking so much $$ at $3.60, they can't wait to plant more!  $ZC_F $CORN",,en
3/31/2016 12:04,0,0,$Corn $ZC fugly here. Must close above $355.50 or bears have it.pic.twitter.com/F09672DSxK,,en
3/31/2016 11:56,0,0,"$Corn $ZC testing $362. That's okay as a retrace, I don't prefer to see it lower in order to get/stay swing long. Need >$374 to confirm bull",,en
3/31/2016 11:40,0,0,The Trading Game $CORN http://wlst.com  http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459438671624 …pic.twitter.com/wTBiY38bC2,,en
3/31/2016 9:00,2,0,"CHICAGO cierre nocturno  #Soja +0,00 (333,97) #Maíz -0,30 (144,19) #Trigo -0,28 (170,20) $soyb $corn $wheat  Reuters",,en
3/31/2016 4:28,0,0,Klęska urodzaju na rynku soi i kukurydzy $corn #kukurydza #sojapic.twitter.com/b5nydN3EOO,,pl
3/31/2016 4:23,0,0,Commodities And Inflation Expectations http://seekingalpha.com/article/3962192-commodities-inflation-expectations?source=feed_f … $GLD $IAU $TIP $PHYS $DBA $CORN $DBC $SGOL $GTU $RJA $WEAT $SOYB $DJP $GSG,,in
3/31/2016 1:19,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $WEAT, $CORN, $... http://bit.ly/233DJAT ",,en
3/31/2016 1:19,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $WEAT, $CORN, $... http://bit.ly/233DJAT ",,en
3/31/2016 1:19,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $WEAT, $CORN, $... http://bit.ly/233DLZB ",,en
3/31/2016 1:07,0,0,"Chicago Agriculture Commodities Finished Lower $WEAT, $CORN, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-finished-lower-30-134515.htm …pic.twitter.com/SDUDr0sLMD",,en
3/31/2016 0:36,0,0,"US Farmers Plan To Plant & Produce More At A Loss, Despite Stockpiles At 29+ Year Highs: http://bloom.bg/1RGj153  $CORN $ZS_F #RIPcapitalism",,en
3/30/2016 22:20,0,0,"@ChartLines Preferably $364-$365 should hold for $Corn $ZC. Otherwise $362 could be tested, but under that would be problematic for longs.",,en
3/30/2016 22:15,1,0,Remember $374 = level $Corn $ZC must get thru to convert bullish? That was lid today. Cautious until/unless exceededpic.twitter.com/BksvLgs2P6,,en
3/30/2016 22:02,0,0,"Over 1,466% Gains On Our Top Stock Picks Lately! See Our Big New Pick Early: http://bit.ly/1Sspukb  $USO $EWP $CORN",,en
3/30/2016 18:51,0,0,The Trading Game $CORN http://wlst.com  http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459378230037 …pic.twitter.com/dZCYxXpUCN,,en
3/30/2016 18:10,0,0,#CORN: An Attractive #ETF #Alternative To #Cash: #Teucrium $Corn #ETFs http://ow.ly/ZTLAa  #grainfutures #grains $weat #wheat #soybeans,,en
3/30/2016 16:59,0,4,Audio from my Radio Appearance this AM: Upside Targets Hit For Stocks. Now What? http://allstarcharts.com/radio-appearance-upside-targets-hit-stocks-now/ … $SPY $GLD $UNG $TLT $XLF $KRE $CORN,,en
3/30/2016 15:32,0,2,Perspective is everything. $CORN $WEAT $JO just oscillating around 200-month sma.pic.twitter.com/0u8L0BUeJF,,en
3/30/2016 14:28,2,0,"CHICAGO cierre diurno  #Soja -2,85 (333,69) #Maíz -2,36 (144,49) #Trigo -4,59 (170,57) $soyb $corn $wheat  Reuters",,en
3/30/2016 12:31,3,0,"CHICAGO media sesión  #Soja -1,93 (334,61) #Maíz -1,38 (145,47) #Trigo -4,68 (170,47) $soyb $corn $wheat  Reuters",,ro
3/30/2016 11:11,0,0,"Real solar farms, buy $corn and $sdp?  http://bloom.bg/1RJ1WnU  via @business",,en
3/30/2016 10:28,0,0,The Trading Game $CORN http://wlst.com  http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459348094470 …pic.twitter.com/HQMPsmJixl,,en
3/30/2016 10:00,0,0,ICYMI - I wrote about why I think you should be buying $CORN. check it out! $ZC_Fhttps://twitter.com/bostonchaahhts/status/714960756144529408 …,,en
3/30/2016 8:49,1,0,"CHICAGO cierre nocturno  #Soja -0,37 (336,17) #Maíz -0,20 (146,65) #Trigo -0,18 (174,97) $soyb $corn $wheat  Reuters",,en
3/30/2016 8:37,0,0,"Week #commodity publication #GOLD #Oil #Copper $CORN For more info, please visit https://www.xatsuk.com/commodities-membership-subscription.html …pic.twitter.com/WTBF3LAOEq",,en
3/30/2016 0:31,0,0,"Chicago Agriculture Commodities Finished Higher $WEAT, $CORN, $SOYB http://www.livetradingnews.com/134442-134442.htm …pic.twitter.com/AxwpzW7sBi",,en
3/29/2016 23:50,0,0,"LSU #AgCenter Gets $1.75 Million Frm #Soybean, #Grain Board http://ow.ly/ZCsB4  @AgWebEditor #grains #commodities #corn $soyb $corn #ag",,en
3/29/2016 23:11,0,0,Three Penny Stock Picks More Than QUADRUPLED In Value! More Big Things On The Way: http://tr.im/PqYLx  $USO $EWP $CORN,,en
3/29/2016 23:03,0,0,"Over 1,466% Gains On Our Top Stock Picks Lately! See Our Big New Pick Early: http://bit.ly/1Sspukb  $USO $EWP $CORN",,en
3/29/2016 22:18,0,1,"@ChartLines Want $Corn $ZC to move > $374, break line of declining highs & flip P&F from bearish to bullish.pic.twitter.com/n8kBFNamVf",,en
3/29/2016 22:15,1,0,"$Corn $ZC monthly BB midline now $374, crossing above would be part of breaking trend of lower highs.pic.twitter.com/FL0fqflNmO",,en
3/29/2016 21:39,0,0,Will World Corn & Soybean Prices Fall significantly on April 1st? $CORN $DBA $JJG http://www.reuters.com/article/us-china-corn-stockpiles-idUSKCN0WV06Z …pic.twitter.com/7OdLYaAfwp,,en
3/29/2016 19:41,0,0,NEW POST: Is it time to by corn?  $CORN $ZC_F #study #corn #agriculturehttp://bostoncharts.com/blog/2016/3/29/is-it-time-to-buy-corn …,,en
3/29/2016 17:00,2,0,"$CORN updated view, trying to poke it's head over the trendlines, slow mover though pic.twitter.com/KTXh7fexBA",,en
3/29/2016 15:26,0,0,working on a blog post about corn for later. been on my radar for some time.  $CORN $ZC_Fhttps://twitter.com/bostonchaahhts/status/702201527054811136 …,,en
3/29/2016 15:04,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes http://smq.tc/1BFjMXK  $MGPI $CORN $CAMP,,en
3/29/2016 14:31,2,0,"CHICAGO cierre diurno  #Soja +2,94 (336,91) #Maíz +0,98 (146,85) #Trigo +1,75 (174,79) $soyb $corn $wheat  Reuters",,en
3/29/2016 12:30,6,15,"Meanwhile, Corn is completing a monster base $ZC_F $CORN pic.twitter.com/2KL5vrFnHr",,en
3/29/2016 11:34,3,0,Ags moving 2 $CORN $SOYB $WEAT,,en
3/29/2016 11:17,0,2,#CORN #grain #grains #agriculture $corn https://twitter.com/ilcorn/status/714587131625144320 …,,en
3/29/2016 11:16,0,2,#CORN $corn #exports #commodities #march #grain #grains #agriculture #farming #farm #producer #producers #farmerhttps://twitter.com/INTLFCStone/status/714497361008074752 …,,en
3/29/2016 11:15,0,2,#CORN #planting #dates: #agriculture $corn #grain #grains #grainfutures #managedfutures #riskmanagementhttps://twitter.com/INTLFCStone/status/714487829435453440 …,,en
3/29/2016 11:14,0,2,#wheat #soybean #soybeans #corn #grain #grainfutures #commodities #ag #agriculture $corn $weat $soyb $bal $fud $agfhttps://twitter.com/INTLFCStone/status/714469076924571648 …,,in
3/29/2016 10:19,0,0,Bought back some $MOS 27.05 Rebuilding position. $CORN & $WEAT appear to be strengthening,,en
3/29/2016 9:27,0,0,Three Penny Stock Picks More Than QUADRUPLED In Value! More Big Things On The Way: http://tr.im/PqYLx  $USO $EWP $CORN,,en
3/29/2016 9:09,2,1,"CHICAGO cierre nocturno  #Soja +0,09 (334,06) #Maíz -0,59 (145,28) #Trigo +0,55 (173,60) $soyb $corn $wheat  Reuters",,en
3/28/2016 23:42,0,0,"Chicago Agriculture Commodities Finished Mixed $WEAT, $CORN, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-finished-higher-28-134391.htm …pic.twitter.com/l1mlJ652os",,en
3/28/2016 23:33,1,0,"$CORN ETF, monitoring trendlines pic.twitter.com/lVmnd3vI8k",,en
3/28/2016 18:39,0,0,Will Prospective Planting Report Drive SOYB And WEAT Higher? http://seekingalpha.com/article/3961498-will-prospective-planting-report-drive-soyb-weat-higher?source=twitter_sa_factset … $CORN $SOYB $WEAT,,en
3/28/2016 18:39,1,0,Will Prospective Planting Report Drive SOYB And WEAT Higher? http://seekingalpha.com/article/3961498-will-prospective-planting-report-drive-soyb-weat-higher?source=feed_f … $CORN $SOYB $WEAT,,en
3/28/2016 17:34,0,0,Thanks @TraderPlanet ! #HaveAGreatDay #grain #grains #commodities #grainfutures $corn $weat $soyb $bal $agf $fudhttps://twitter.com/TraderPlanet/status/714201630292459520 …,,en
3/28/2016 15:44,0,1,"currently on my radar with clearly defined risk/reward levels:  long ideas - $WEAT, $CORN, $POT, $ENOC  short  ideas - $PNRA, $ATVI, $SWKS",,en
3/28/2016 15:01,2,0,"CHICAGO cierre diurno  #Soja -0,55 (333,97) #Maíz +0,20 (145,87) #Trigo +2,94 (173,05) $soyb $corn $wheat  Reuters",,en
3/28/2016 13:03,0,0,"CHICAGO media sesión  #Soja +0,55 (335,07) #Maíz +0,49 (146,36) #Trigo +3,86 (173,96) $soyb $corn $wheat  Reuters",,ro
3/28/2016 13:00,0,0,Central Bank’s Provide a Boost for Corn and Beans http://technomentals.com/2016/03/28/central-banks-provide-a-boost-for-corn-and-beans/ … $ZC_F $ZS_F $CORN $ZS_F $DBA $UUP,,en
3/28/2016 12:10,1,0,Are #Commodity #HedgeFunds adjusting their $Gold $Oil $Copper $Corn exposure? https://www.xatsuk.com/cross-asset-monthly-membership-subscription.html …pic.twitter.com/sN6o5kBk6x,,en
3/28/2016 11:14,2,0,$CORN $SOYB $DBA-watch those ags,,en
3/28/2016 8:56,0,0,"Week #commodity publication. #GOLD #Oil #Copper $CORN To subscribe, please see https://www.xatsuk.com/commodities-membership-subscription.html …pic.twitter.com/gpEIwewjLs",,en
3/28/2016 8:53,2,1,"CHICAGO cierre nocturno  #Soja -0,18 (334,33) #Maíz -0,59 (145,08) #Trigo +1,01 (171,12) $soyb $corn $wheat  Reuters",,en
3/28/2016 7:44,7,8,is corn setting up for a big move? $CORN $ZC_Fpic.twitter.com/GTHvtKSXBl,,en
3/28/2016 4:13,0,0,Unicorn Bay rating for $CORN is 2.45 out of 5. https://unicornbay.com/t/CORN.US?utm_medium=tweet&utm_campaign=rank&utm_source=twitter …,,en
3/28/2016 3:55,0,0,"Grain ETN $JJG added 0.33 (1.08%) last week, remains above 20-dMA; S/T momentum indicators are mixed. $WEAT $CORN pic.twitter.com/6pDe5yFPDa",,en
3/27/2016 23:12,1,0,The Trading Game $CORN http://wlst.com  http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459134694697 …pic.twitter.com/lY1EJS5HHF,,en
3/27/2016 23:12,0,0,"I beat 100% of people trading $CORN, ranking #1. Holy shit!! The Trading Game: http://www.bloomberg.com/features/2015-stock-chart-trading-game/?ticker=corn&gameid=1459134694697 …",,en
3/27/2016 23:05,0,0,"Chicago Agriculture Commodities Finished Mixed $CORN, $SOYB, $WEAT http://www.livetradingnews.com/134300-134300.htm …pic.twitter.com/61uvf9AhmI",,en
3/27/2016 19:10,0,0,"Week #commodity publication. #GOLD #Oil #Copper $CORN To subscribe, please see https://www.xatsuk.com/commodities-membership-subscription.html …pic.twitter.com/KkdNlgjNuM",,en
3/27/2016 14:55,0,0,How #Corn #Shorts are Driving Prices http://ow.ly/ZCwFH  @AgWebEditor #grainhedge #grainfutures #commodities #grain #grains $corn #wheat,,en
3/26/2016 21:05,0,0,How #Corn #Shorts are Driving Prices http://ow.ly/ZCwFP  @AgWebEditor #grainhedge #grainfutures #commodities #grain #grains $corn #wheat,,en
3/26/2016 16:25,0,0,#CORN: An Attractive #ETF #Alternative To #Cash: #Teucrium $Corn #ETFs http://ow.ly/ZTLAa  #grainfutures #grains $weat #wheat #soybeans,,en
3/26/2016 10:54,0,0,"Week #commodity publication #GOLD #Oil #Copper $CORN To subscribe, please see https://www.xatsuk.com/commodities-membership-subscription.html …pic.twitter.com/gzwq00EVwi",,en
3/26/2016 8:05,0,0,#CORN: An Attractive #ETF #Alternative To #Cash: #Teucrium $Corn #ETFs http://ow.ly/ZTLAa  #grainfutures #grains $weat #wheat #soybeans,,en
3/26/2016 5:04,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes http://smq.tc/1BFjMXK  $MGPI $CORN $CAMP,,en
3/24/2016 19:40,0,1,RT @FAMU_AEB: #Corn use 4 #ethanol is projected 2 decline @FlaFarmBureau @UF_IFAS pic.twitter.com/kmK9Vfhapy $corn #grain #grains #grainfutures,,en
3/24/2016 14:35,0,0,CORN: An Attractive ETF Alternative To Cash http://seekingalpha.com/article/3960483-corn-attractive-etf-alternative-cash?source=tweet … $CORN - free #investing book = big profits - jeffee13@hotmail.com,,en
3/24/2016 12:11,2,1,Are #Commodity #HedgeFunds adjusting their $Gold $Oil $Copper $Corn exposure? https://www.xatsuk.com/cross-asset-monthly-membership-subscription.html …pic.twitter.com/H0t0lMti6i,,en
3/24/2016 11:55,1,1,"Record #flooding hitting #Louisiana #corn hard, Extension specialists say http://ow.ly/ZxGMi  $corn #commodities #grainfutures #trading",,en
3/24/2016 11:12,0,0,Unlike other #commodities- no downside follow through in #GRAINS despite ugly tape & strong US$. $SOYB $CORN $WEAT $ZS_F $ZC_F $ZW_F,,en
3/23/2016 22:14,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://bit.ly/1RmcTyR ",,en
3/23/2016 22:14,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://bit.ly/1RmcTyR ",,en
3/23/2016 22:14,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://bit.ly/1UI0VmI ",,en
3/23/2016 21:32,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://bit.ly/1UI0VmI ",,en
3/23/2016 21:32,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://tinyurl.com/zkreca8 ",,en
3/23/2016 21:32,0,0,"Chicago Agriculture Commodities Finished Lower: Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $... http://tinyurl.com/zkreca8 ",,en
3/23/2016 21:30,0,0,"Chicago Agriculture Commodities Finished Lower $CORN, $WEAT, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-finished-lower-29-134125.htm …pic.twitter.com/sKSq85jmvV",,en
3/23/2016 20:15,1,0,Are #Commodity #HedgeFunds adjusting their $Gold $Oil $Copper $Corn exposure? https://www.xatsuk.com/cross-asset-monthly-membership-subscription.html …pic.twitter.com/4ZYev0lKJq,,en
3/23/2016 17:55,0,1,#China #Inflation Fastest Since Mid-2014 as #Food Prices Jump pic.twitter.com/vu94beAzVf #corn $corn http://ow.ly/ZDeqy  @BColwell_EMGMKT,,en
3/23/2016 13:40,1,0,Are #Commodity #HedgeFunds changing their $GOLD $OIL $Copper $CORN exposure? https://www.xatsuk.com/cross-asset-monthly-membership-subscription.html …pic.twitter.com/uA4pzl0GfP,,en
3/23/2016 10:44,0,0,CORN: An Attractive ETF Alternative To Cash $CORN http://www.seekingalpha.com/article/3960483 ,,en
3/23/2016 10:25,0,0,CORN: An Attractive ETF Alternative To Cash http://seekingalpha.com/article/3960483-corn-attractive-etf-alternative-cash?source=twitter_sa_factset … $CORN,,en
3/23/2016 10:25,1,1,CORN: An Attractive ETF Alternative To Cash http://seekingalpha.com/article/3960483-corn-attractive-etf-alternative-cash?source=feed_f … $CORN,,en
3/23/2016 9:33,0,0,Our Penny Stock Alert On $DDDX Has Seen HUGE movement This Week! Blog Update: http://tr.im/9vcHn  $USO $EWP $CORN,,en
3/23/2016 7:09,0,0,"Get your say in on $CORN at SpeculatingStocks, the discovery engine. http://speculatingstocks.com/pulse/stock/CORN … #stocks",,en
3/23/2016 4:01,0,1,How #Corn #Shorts are Driving Prices http://ow.ly/ZCwFs  @AgWebEditor #grainhedge #grainfutures #commodities #grain #grains $corn #wheat,,en
3/23/2016 2:04,0,0,"Chicago Agriculture Commodities Extend Gains $CORN, $WEAT, $SOYB http://www.livetradingnews.com/chicago-agriculture-commodities-extend-gains-3-134043.htm …pic.twitter.com/CeFgPSd6DR",,en
3/23/2016 1:03,0,0,Our New Pick Holds Incredible Potential For Growth! Check It Out: http://tr.im/Rf3QD  $USO $EWP $CORN,,en
3/22/2016 20:25,0,1,RT @Agridome: #Grains mixed today pic.twitter.com/W3vKxZkfj2 #corn #soybeans #wheat $weat $corn $soyb #soybean #agriculture #commodities $fud,,en
3/22/2016 19:40,1,1,#Analysts on the #Weather #Rally http://ow.ly/Zu9qG  #commodities #grain #grains #wheat #corn #rice #soybean $soyb $corn $weat $bal $jo,,en
3/22/2016 17:31,0,0,Our New Pick Holds Incredible Potential For Growth! Check It Out: http://tr.im/Rf3QD  $USO $EWP $CORN,,en
3/22/2016 15:19,0,0,Corn farmers are using 53% less water today than in 1980 $CORN,,en
3/22/2016 15:10,1,2,RT @FAMU_AEB: #Corn use 4 #ethanol is projected 2 decline @FlaFarmBureau @UF_IFAS pic.twitter.com/cAkprthU45 $corn #grain #grains #grainfutures,,en
